Filename	Prep_Mandarin	Prep_original	Mandarin	Original	Engilsh_Parse	Original_Parse
./CHILDES_Mandarin/Zhou3/990207.cha	zai4=at	在	sit at wooden_bench above teacher should sing not_at_all good	坐 在 板凳 上 的 老师 要 唱歌 的 好不 好	at wooden_bench	在 板凳
./CHILDES_Mandarin/Zhou3/990207.cha	zai4=at	的	discard handkerchief discard handkerchief gentle earth put at little_child behind everyone not should tell it hurrily hurrily run go_home hurrily hurrily run go_home	丢 手绢丢 手绢轻轻 地 放 在 小朋友 的 后面大家 不 要 告诉 它快点 快点 跑 回家快点 快点 跑 回家	at little_child behind it	的 后面大家 不 跑
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	you with father repeatly circle I knock drum	你 跟 爸爸 转 圆圈 我 敲 鼓	you with father circle	你 跟 爸爸 圆圈
./CHILDES_Mandarin/Zhou3/990207.cha	li2=distant_apart_from	离	you buttocks not distant_apart_from wooden_bench	你 屁股 不 离 板凳 啊	buttocks not distant_apart_from wooden_bench	屁股 不 离 板凳 啊
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	healthy song knock finish otherwise should again with mother repeatly just_as circle	健康 歌 敲 完 要不 要 再 跟 妈妈 转 一 圈	again with mother circle	再 跟 妈妈 圈
./CHILDES_Mandarin/Zhou3/990207.cha	zai4=at	在	at family	啊 在 家 啊	at family	啊 在 家 啊
./CHILDES_Mandarin/Zhou3/990207.cha	zai4=at	在	at that inside	在 那个 里面	at inside	在 里面
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	little_child speak story for I listen listen not_at_all good	小朋友 讲 故事 给 我们 听 听 好不 好	for listen listen	给 听 听
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	for I speak story	给 我们 讲 故事 啊	for I story	给 我们 故事 啊
./CHILDES_Mandarin/Zhou3/990207.cha	zai4=at	在	small older_brother at mountain above lie is	小 哥哥 在 山 上 说谎 的 啊 是的 呀	at mountain above lie	在 山 上 说谎
./CHILDES_Mandarin/Zhou3/990207.cha	bei4=by	被	finally he by wolf eat	最后 他 被 狼 吃	by wolf eat	被 狼 吃
./CHILDES_Mandarin/Zhou3/990207.cha	wang3=go_toward	往	go_toward that_side go_away	往 那边 走 的	go_toward that_side go_away	往 那边 走
./CHILDES_Mandarin/Zhou3/990207.cha	wang3=go_toward	往	go_toward that_side go_away	往 那边 走	go_toward that_side	往 那边
./CHILDES_Mandarin/Zhou3/990207.cha	wang3=go_toward	往	go_toward teacher that_side go_away not_at_all good	往 老师 那边 走 好不 好	go_toward teacher that_side	往 老师 那边
./CHILDES_Mandarin/Zhou3/990207.cha	zai4=at	在	I at this_side stand_in_line	我们 在 这边 排队	at this_side stand_in_line	在 这边 排队
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	for little_child group take_a_picture	给 小朋友 们 照相 吧	for group take_a_picture	给 们 照相
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	for I take_a_picture	给 我们 照相	for I take_a_picture	给 我们 照相
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	I wave good for I shine mutually	我们 排 好 队 给 我们 照 个 相	I shine mutually	给 我们 照
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	for I shine mutually	给 我们 照 个 相	for I shine	给 我们 照
./CHILDES_Mandarin/Zhou3/990207.cha	bei4=by	被	king still by teacher bring arrive kindergarten go	王 静 被 老师 带 到 幼儿园 去 了	by teacher bring	被 老师 带
./CHILDES_Mandarin/Zhou3/990207.cha	zai4=at	在	snow at family also will speak	雪儿 在 家 也 会 讲	at family speak	在 家 讲
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	you with Qiu teacher speak you say Qiu teacher go with garden grow mother speak compared also will speak	你 跟 邱 老师 讲 你 说 邱 老师 去 跟 园 长 妈妈 讲 雪儿 这下 也 会 讲 了	with Qiu teacher speak	跟 邱 老师 讲
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	you with Qiu teacher speak you say Qiu teacher go with garden grow mother speak compared also will speak	你 跟 邱 老师 讲 你 说 邱 老师 去 跟 园 长 妈妈 讲 雪儿 这下 也 会 讲 了	with garden grow	跟 园 长
./CHILDES_Mandarin/Zhou3/990207.cha	dao4=up_until	到	train again up_until what place	火车 又 到 什么 地方 了	train again up_until place	火车 又 到 地方 了
./CHILDES_Mandarin/Zhou3/990207.cha	dao4=up_until	到	just up_until zhongshanling	就 到 中山陵 啊	just up_until zhongshanling	就 到 中山陵 啊
./CHILDES_Mandarin/Zhou3/990207.cha	dao4=up_until	到	that next_year turn up_until what kindergarten go	那 明年 转 到 什么 幼儿园 去 了	turn up_until kindergarten	转 到 幼儿园
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	who open motor_vehicle come deliver thing for it eat	谁 开 了 汽车 来 送 东西 给 它们 吃 啦	it eat	给 它们 吃
./CHILDES_Mandarin/Zhou3/990207.cha	zai4=at	在	it continuously at hop right	它们 一直 在 跳舞 了 是不是 啊	at hop	在 跳舞
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	I again make for you believe_something_someone_will_be_worthy_in_the_future	我们 再 做 给 你 看好 吧	for you believe_something_someone_will_be_worthy_in_the_future	给 你 看好
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	with mother for_awhile for_awhile earth speak	跟 妈妈 一阵 一阵 地 讲	with mother speak	跟 妈妈 讲
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	with mother together come fill_in one story not_at_all good	跟 妈妈 一道 来 完成 一 个 故事 好不 好	with mother fill_in	跟 妈妈 完成
./CHILDES_Mandarin/Zhou3/990207.cha	zhao4=according_to	照	you bring I according_to one not_at_all good	你 带 我 照 一 张 好不 好	bring according_to	带 照 好
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	for you write written_character plank write written_character	给 你 写 字 板 写 字 吧	for you plank written_character	给 你 板 字 吧
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	look rhythm with I same not same	看 节奏 跟 我们 一样 不 一样	rhythm with I same same	节奏 跟 我们 一样 一样
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	you go outside I come for you hit phone	你 去 外面 我 来 给 你 打 个 电话	for you hit	给 你 打
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	you wait meeting kid will_be with father good_bye	你 等 会 儿 就要 跟 爸爸 再见	kid will_be with father good_bye	儿 就要 跟 爸爸 再见
./CHILDES_Mandarin/Zhou3/990207.cha	zai4=at	在	feed feed feed you at where	喂 喂 喂 你 在 哪里 啊	feed at where	喂 在 哪里
./CHILDES_Mandarin/Zhou3/990207.cha	zai4=at	在	you at this_side hit	你 在 这边 打	at this_side hit	在 这边 打
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	he still not with you good_bye you just with he good_bye	他 还 没 跟 你 再见 你 就 跟 他 再见 了	not with you good_bye with he good_bye	没 跟 你 再见 跟 他 再见 了
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	he still not with you good_bye you just with he good_bye	他 还 没 跟 你 再见 你 就 跟 他 再见 了	with you just with	跟 你 就 跟
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	he still not with you good_bye	他 还 没 跟 你 再见 了	not with you good_bye	没 跟 你 再见 了
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	you with he speak	你 跟 他 讲 啊	with he speak	跟 他 讲
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	you still not with he speak	你 还 没 跟 他 讲 啊	not with he speak	没 跟 他 讲
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	immediately familiar_mothers_sister speak immediately for you bring arrive kindergarten go	马上 阿姨 讲 了 马上 给 你 带 到 幼儿园 去 了	for you bring arrive	马上 给 你 带
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	bring for garden grow mother tell mother you earlier will speak this story	带 给 园 长 妈妈 告诉 妈妈 你 先 会 讲 这个 故事	bring for garden	带 给 园
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	chant for familiar_mothers_sister shoe put arrive doorway go	哦 给 阿姨 的 鞋子 放 到 门口 去	for familiar_mothers_sister put arrive	给 阿姨 鞋子 放
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	mother for you speak story not_at_all good	妈妈 给 你 讲 个 故事 好不 好	for you speak	给 你 讲
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	come_on with I together speak not_at_all good	来 跟 我 一起 讲 好不 好	with speak	跟 讲
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	you knob arrange for I look	你 把手 摆 给 我 看	for I look	给 我 看
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	daily face go_away time obviously all with mother say	每天 临 走 的 时候 明明 都 跟 妈妈 说	face mother say	临 跟 妈妈
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	that you make posture for I look	那 你 做 个 姿势 给 我 看	I look	给 我 看
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	all with mother how	都 跟 妈妈 怎么样	all with mother how	都 跟 妈妈 怎么样
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	you use gesture for I look	你 用 手势 给 我 看	for I look	给 我 看
./CHILDES_Mandarin/Zhou3/990207.cha	gen1=with	跟	with mother how good_bye	跟 妈妈 怎么 再见 的	with mother how good_bye	跟 妈妈 怎么 再见
./CHILDES_Mandarin/Zhou3/990207.cha	gei3=for	给	mother for you search book believe_something_someone_will_be_worthy_in_the_future not good	妈妈 给 你 找 书 看好 不 好	for you book believe_something_someone_will_be_worthy_in_the_future	给 你 书 看好
./CHILDES_Mandarin/Zhou3/991030.cha	gei3=for	给	you for it blow blow head	你 给 它 吹 吹 头 吧	for blow blow	给 吹 吹
./CHILDES_Mandarin/Zhou3/991030.cha	gen1=with	跟	you with it blow	你 跟 它 吹	with it blow	跟 它 吹
./CHILDES_Mandarin/Zhou3/991030.cha	cong2=from	从	should from here future comb	要 从 这儿 往后 梳	from future comb	从 往后 梳
./CHILDES_Mandarin/Zhou3/991030.cha	cong2=from	从	ugh from here future comb	哎 从 这儿 往后 梳	from future comb	从 往后 梳
./CHILDES_Mandarin/Zhou3/991030.cha	gen1=with	跟	with rouge is at together	跟 胭脂 是 在 一起 的	with rouge	跟 胭脂
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	with rouge is at together	跟 胭脂 是 在 一起 的	is at together	是 在 一起 的
./CHILDES_Mandarin/Zhou3/991030.cha	gen1=with	跟	I come with you cut_with_scissors once not_at_all good	我 来 跟 你 剪 一次 好不 好	with you cut_with_scissors	跟 你 剪
./CHILDES_Mandarin/Zhou3/991030.cha	gei3=for	给	chant you for familiar_mothers_sister eye megascopic	哦 你 给 阿姨 眼睛 放大	for eye megascopic	给 眼睛 放大
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	at play what	在 齐亚 玩 什么的	at play what	在 齐亚 玩
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	at lake inside right	在 湖 里 是不是 啊	at lake inside right	在 湖 里 是不是 啊
./CHILDES_Mandarin/Zhou3/991030.cha	gei3=for	给	that you pluck for teacher look	那 你 挑 个 给 老师 看	teacher look	给 老师 看
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	look at which side	看 雪儿 在 哪 边 啊	look which	看 在 边
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	chant at here	哦 雪儿 在 这里	at here	雪儿 在 这里
./CHILDES_Mandarin/Zhou3/991030.cha	gei3=for	给	ugh you jump dance for she look	哎 你 跳 个 舞 给 她 看	jump she	跳 给 看
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	hand put at below	手 放 在 下面	put at below	放 在 下面
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	hand put at below	手 放 在 下面	put at below	放 在 下面
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	hand put at below	手 放 在 下面	put at below	放 在 下面
./CHILDES_Mandarin/Zhou3/991030.cha	gei3=for	给	hold jump Xinjiang dance take_a_picture for teacher look	拿 雪儿 跳 新疆 舞 的 照相 给 老师 看	look	给 老师 看
./CHILDES_Mandarin/Zhou3/991030.cha	gei3=for	给	hold eat full full photograph for teacher look	拿 雪儿 吃 得 饱 饱 的 照片 给 老师 看		给 老师 看
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	chant these own little_child all at this room inside right	哦 这些 所有 的 小朋友 都 在 这个 屋 里面 是不是 啊	own little_child all at this inside right	所有 的 小朋友 都 在 屋 里面
./CHILDES_Mandarin/Zhou3/991030.cha	gen1=with	跟	this is with who	这 是 跟 谁 啊	is with who	是 跟 谁 啊
./CHILDES_Mandarin/Zhou3/991030.cha	you2=from	由	this activity from bride come aid I hit big_wolf	这 次 由 新娘子 来 帮助 我们 打 大灰狼	from bride aid	由 新娘子 帮助
./CHILDES_Mandarin/Zhou3/991030.cha	gen1=with	跟	read Tang_poetry mother should with you together read	念 唐诗 妈妈 要 跟 你 一起 念 的 吧	with read	跟 念
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	ascend guanquelou at here seem	登 观雀楼 在 这儿 好象	at here seem	在 这儿 好象
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	at which	在 哪儿 啊	at which	在 哪儿 啊
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	ugh at here at here	哎 在 这儿 在 这儿	ugh at here at	哎 在 这儿 在
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	ugh at here at here	哎 在 这儿 在 这儿	at at here	在 在 这儿
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	at this just_as page above	在 这个 一 页 上	at this page above	在 这个 页 上
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	ascend at this_side	登 在 这边	ascend at this_side	登 在 这边
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	father at room	爸爸 在 房间 吧	father at room	爸爸 在 房间
./CHILDES_Mandarin/Zhou3/991030.cha	zai4=at	在	you should search at unit is	你 要 找 个 在 单位 的 是 吧	search unit is	找 在 单位
./CHILDES_Mandarin/Zhou3/991030.cha	gei3=for	给	that you sing for I listen not_at_all good	那 你 唱歌 给 我 听 吧 好不 好	for I listen	给 我 听
./CHILDES_Mandarin/Zhou3/991030.cha	gei3=for	给	for it prick head above	给 它 扎 头 上 吧	for it head above	给 它 头 上 吧
./CHILDES_Mandarin/Zhou3/991030.cha	gei3=for	给	right for it prick head above	是不是 给 它 扎 头 上 的	for it prick	给 它 扎
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	在	at this_side	在 这边	at this_side	在 这边
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	在	just at this_side write	就 在 这边 写 啊	at this_side write	在 这边 写
./CHILDES_Mandarin/Zhou3/000108.cha	wang3=go_toward	往	go_toward go_down	往 下	go_toward go_down	往 下
./CHILDES_Mandarin/Zhou3/000108.cha	wang3=go_toward	往	go_toward above	往 上	go_toward above	往 上
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	在	at this_side	在 这边	at this_side	在 这边
./CHILDES_Mandarin/Zhou3/000108.cha	an4=according_to	按	ugh according_to this	哎 按 这个	ugh according_to this	哎 按 这个
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	在	okay just at this_side	嗯 就 在 这边	okay just at this_side	嗯 就 在 这边
./CHILDES_Mandarin/Zhou3/000108.cha	gen1=with	跟	you this should_be with it same	你 这个 回 得 跟 它 一样 的	should_be with it	回 得 跟 一样
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	<在	at here	<在 这里> 在 这里	at here	<在 这里>
./CHILDES_Mandarin/Zhou3/000108.cha	an4=according_to	按	dont according_to	别 按 着	dont according_to	别 按 着
./CHILDES_Mandarin/Zhou3/000108.cha	bei4=by	被	press paper head otherwise again will by tear broken	按 着 纸 头 否则 又 会 被 撕 坏掉 了	tear broken	被 撕
./CHILDES_Mandarin/Zhou3/000108.cha	an4=according_to	按	according_to which side	按 哪 边	according_to side	按 边
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	在	again fault at center event	又 不是 在 中间 顿 的	fault at center event	不是 在 中间 顿
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	在	at this_side	在 这边 啊	at this_side	在 这边 啊
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	在	you remember at this_side write	你 记得 在 这边 写 啊	at this_side write	在 这边 写
./CHILDES_Mandarin/Zhou3/000108.cha	gen1=with	跟	you with I say which simultaneously write not good	你 跟 我 说 哪 边 写 得 不 好	with I say	跟 我 说
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	在	at this_side	在 这边	at this_side	在 这边
./CHILDES_Mandarin/Zhou3/000108.cha	gen1=with	跟	you look you write with it this above right same	你 看看 你 写 得 跟 它 这个 上面 是不是 一样 的	look it right	看看 跟 上面
./CHILDES_Mandarin/Zhou3/000108.cha	gen1=with	跟	chant this above with mother write same should_be	哦 这个 上面 跟 妈妈 写 得 一样 得	with mother write	跟 妈妈 写
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	在	ugh at which side event	哎 在 哪 边 顿 啊	ugh at side event	哎 在 边 顿 啊
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	在	should at which side event	应该 在 哪 边 顿 啊	should at side event	应该 在 边 顿 啊
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	在	misremember at center event just not allow at center event	忘记 在 中间 顿 就 不 许 在 中间 顿 了	misremember at center	忘记 在 中间
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	在	misremember at center event just not allow at center event	忘记 在 中间 顿 就 不 许 在 中间 顿 了	event allow at center event	顿 许 在 中间 顿 了
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	在	if you forget at center event center just not can go event	如果 你 忘 了 在 中间 顿 中间 就 不 能 去 顿 了 啊	center event just	在 中间 中间
./CHILDES_Mandarin/Zhou3/000108.cha	zai4=at	在	at this_side	在 这边 啊	at this_side	在 这边 啊
